
104第4季 -1.94元
105第1季 -0.39元
105第2季 0.48元
105第3季 0.60元
105第4季 -0.35元
106第1季 -0.08元
106第2季 -0.11元
106第3季 -0.02元
106第4季 3.84元
107第1季 0.04元
107第2季 2.48元
107第3季 -0.01元
107第4季 -0.96元
108第1季 0.11元
108第2季 -0.09元
