105 424,016 343,265 379,141 312,809 294,420 348,863 313,351 385,566 417,770 512,825 508,934 504,958 
106 465,774 302,180 345,634 280,199 227,039 271,830 274,098 332,600 431,858 483,017 514,407 533,949 
107 661,261 373,562 485,165 401,232 405,125 317,465 313,952 423,458 562,015 433,643 518,708 626,971 
108 746,884 459,234 575,371 452,865 349,644 302,468 350,329 430,603 501,204 560,449 525,651 586,757 
