
105第4季 16.81% 3.66% 3.84% 0.00% 1.59% 15.83元
106第1季 16.49% 2.60% 2.10% 0.43% 0.77% undefined
106第2季 15.74% 1.90% 2.81% 0.61% 1.11% undefined
106第3季 17.13% 3.61% 5.05% 1.18% 2.23% undefined
106第4季 15.06% 1.1% 1.34% 0.18% 0.32% 14.92元
107第1季 11.72% -3.62% -3.1% 0% -1.67% 14.75元
107第2季 12.93% -0.29% 34.23% 6.27% 12.65% 15.83元
107第3季 14.16% 2.48% 2.11% 0.44% 0.91% 15.84元
107第4季 13.24% 0.91% 2.37% 0.38% 0.78% 16.13元
108第1季 13.33% 0.28% 1.75% 0.29% 0.55% 16.31元
108第2季 14.98% 2.38% 17.9% 2.61% 5.92% 16.25元
108第3季 15.06% 0.9% 30.19% 4.45% 10.26% 17.87元
108第4季 14.22% -2.02% 6.13% 0.63% 1.3% 17.9元
