
104第4季 -0.07元
105第1季 0.15元
105第2季 0.04元
105第3季 -0.14元
105第4季 0.31元
106第1季 0.28元
106第2季 -0.20元
106第3季 0.71元
106第4季 0.74元
107第1季 0.58元
107第2季 0.59元
107第3季 0元
107第4季 -0.54元
