
104第4季 -0.30元
105第1季 0.08元
105第2季 0.41元
105第3季 0.57元
105第4季 0.14元
106第1季 0.11元
106第2季 0.70元
106第3季 1.10元
106第4季 0.3元
107第1季 0.33元
107第2季 1.04元
107第3季 1.47元
107第4季 1.05元
108第1季 0.36元
108第2季 1.43元
108第3季 1.38元
108第4季 0.24元
109第1季 -0.41元
109第2季 0.59元
