105 1,228,689 1,967,238 1,388,839 1,661,791 1,919,817 2,278,671 2,308,381 2,037,534 1,912,496 2,049,346 1,676,360 1,447,148 
106 1,542,716 2,122,372 1,895,167 2,016,707 2,498,469 2,520,006 2,946,950 2,526,373 2,187,338 2,625,700 2,174,231 1,727,500 
107 1,622,966 2,479,123 2,646,038 3,044,496 2,565,217 2,780,296 2,795,532 2,543,533 2,609,785 2,415,137 2,170,160 1,949,825 
108 1,932,837 2,607,481 2,693,361 2,491,970 2,772,200 2,809,980 2,800,447 2,353,335 2,569,622 2,684,773 2,484,709 1,959,681 
