105 141,840 108,418 141,636 132,990 161,570 158,187 141,982 161,807 148,021 183,522 255,226 220,229 
106 157,683 101,724 143,072 114,431 160,239 146,140 127,088 119,856 123,599 118,811 157,149 156,441 
107 106,155 78,038 115,603 100,477 112,175 127,568 91,429 107,774 100,226 147,015 164,231 133,410 
108 137,503 84,166 100,992 94,197 111,649 119,317 114,386 117,712 127,168 124,880 130,683 114,453 
