
104第4季 -0.18元
105第1季 0.03元
105第2季 0.06元
105第3季 0.25元
105第4季 -0.27元
106第1季 -0.28元
106第2季 -0.21元
106第3季 0.21元
106第4季 -0.08元
107第1季 -0.69元
107第2季 0.03元
