
105第3季 26.28% 6.74% 7.15% 0.00% 1.87% 32.22元
105第4季 23.18% 3.93% 9.04% 0.00% 2.53% 32.83元
106第1季 20.29% 0.29% -2.01% -0.23% -0.45% undefined
106第2季 20.88% 1.01% 2.30% 0.41% 0.61% undefined
106第3季 19.51% 1.93% 5.31% 0.00% 1.68% undefined
106第4季 17.06% -1.38% -0.61% -0.09% -0.31% 32.81元
107第1季 17.14% -1.18% -4.99% -0.81% -1.68% 32.6元
107第2季 18.88% 0.54% 5.04% 1.04% 1.87% 32.77元
107第3季 23.11% 5.54% 8.85% 1.78% 3.42% 33.29元
107第4季 22.1% 2.4% 4.62% 0.93% 1.67% 34.06元
108第1季 18.91% -0.26% 2.56% 0.49% 0.79% 34.82元
108第3季 25% 6.16% 7.6% 1.84% 3.53% 34.61元
108第4季 24.22% 5.11% 4.08% 0.78% 1.49% 34.64元
