
105第1季 0.96元
105第2季 0.95元
105第3季 1.21元
105第4季 1.05元
106第1季 1.08元
106第2季 1.32元
106第3季 1.34元
106第4季 1.16元
107第1季 1.13元
107第2季 0.91元
107第3季 1.15元
107第4季 -0.68元
