
105第1季 -0.40元
105第2季 0.07元
105第3季 -0.53元
105第4季 -0.12元
106第1季 -0.58元
106第2季 -0.50元
106第3季 -0.64元
106第4季 -0.84元
107第1季 -0.74元
107第2季 -0.44元
107第3季 -0.53元
107第4季 -0.89元
108第1季 1.52元
108第2季 0.47元
108第3季 1.35元
