105 1,213,101 1,063,098 1,241,896 1,325,001 1,635,617 1,668,901 1,717,480 1,763,703 1,672,012 1,522,441 1,296,935 1,226,869 
106 1,213,521 1,127,074 1,267,283 1,331,729 1,476,996 1,536,126 1,745,969 1,785,571 1,685,062 1,559,834 1,642,814 1,345,880 
107 1,301,271 1,220,516 1,380,961 1,497,842 1,693,716 1,720,797 1,899,582 1,927,383 1,857,221 1,772,387 1,633,866 1,536,834 
108 1,583,493 1,358,770 1,598,137 1,695,994 1,809,938 1,728,231 1,850,126 2,010,851 1,797,271 1,739,332 1,557,497 1,499,513 
