
104第4季 0.61元
105第1季 -0.07元
105第2季 4.59元
105第3季 -0.10元
105第4季 -0.08元
106第1季 -0.02元
106第2季 2.82元
106第3季 0.59元
106第4季 -0.14元
107第1季 1.13元
107第2季 0.22元
