
105第3季 17.21% 3.04% 3.69% 0.85% 1.16% 10.78元
105第4季 24.42% 5.42% -8.43% -1.43% -1.97% 10.99元
106第1季 11.34% -9.71% -9.68% -1.64% -2.26% undefined
106第2季 10.47% -2.46% 3.65% 0.00% 1.40% undefined
106第3季 11.98% -2.69% -1.64% 0.00% -0.64% undefined
106第4季 13.82% -8.48% -8.47% -2.03% -2.83% 10.12元
107第1季 13.29% -1.13% -0.81% 0.11% 0.14% 10.03元
107第2季 11.56% -2.66% -3.01% -0.7% -0.97% 10.17元
107第3季 13.8% -2.24% -2.16% -0.42% -0.56% 10.07元
107第4季 22.63% -13.15% -13.44% -2.08% -2.62% 9.81元
108第1季 19.6% -4.31% -3.03% -0.58% -0.75% 9.72元
108第3季 24.52% 4.77% 4.82% 0.91% 1.13% 9.78元
108第4季 30.5% 4.04% 5.34% 0.42% 0.5% 9.74元
109第1季 36.65% -4.68% -7.58% -0.92% -1.21% 9.6元
