105 465,109 292,211 541,094 398,127 457,347 540,267 555,350 613,769 453,616 493,319 422,614 699,537 
106 471,301 437,976 499,203 370,494 407,100 674,511 532,663 495,735 650,718 469,717 461,760 496,411 
107 631,703 421,295 453,190 403,071 470,383 687,467 598,858 575,596 653,431 569,441 580,378 602,538 
