
105第3季 8.44% -2.86% -3.94% -0.58% -1.59% 14.72元
105第4季 12.30% 1.49% 4.23% 1.63% 3.53% 15.15元
106第1季 6.56% -4.43% -7.19% -1.06% -2.97% undefined
106第2季 10.55% 0.35% -0.11% 0.00% 0.32% undefined
106第3季 18.10% 7.80% 4.20% 1.01% 2.21% undefined
106第4季 23.3% 14.77% 12.51% 3.28% 7.73% 15.78元
107第1季 13.36% 3.42% 0.44% 0% 0.44% 15.88元
107第2季 10.96% 1.22% 2.59% 0.54% 0.94% 15.66元
107第3季 14.86% 5.56% 5.11% 1.16% 2.42% 15.53元
107第4季 15.78% 5.91% 6.16% 1.35% 2.81% 15.94元
108第1季 15.67% 5.93% 5.42% 1.03% 2% 16.4元
108第2季 21.29% 12% 11.53% 2.3% 4.91% 16.73元
108第3季 25.3% 13.5% 14.16% 2.89% 6.27% 17.65元
108第4季 26.53% 10.94% 8.46% 1.55% 3.21% 18.27元
