105 41,408,476 24,551,832 54,459,809 50,495,532 40,094,569 47,748,856 53,375,269 48,845,865 47,891,730 18,812,447 49,927,536 62,148,790 
106 39,975,989 36,178,120 51,102,376 33,791,270 64,462,086 49,469,513 49,487,094 52,155,357 52,513,623 38,805,710 41,921,642 76,530,430 
107 48,304,545 32,018,014 41,377,898 54,886,096 42,685,257 37,697,750 43,124,017 40,473,410 21,882,228 36,630,492 31,598,872 49,577,550 
108 34,327,341 38,505,174 52,142,558 52,261,520 45,907,226 19,864,804 59,755,339 50,076,418 30,702,621 51,149,121 45,802,024 76,541,242 
