
105第3季 17.86% -78.21% -78.52% 0.00% -2.43% 43.76元
105第4季 27.28% 12.02% 10.44% 1.70% 2.20% 44.56元
106第1季 25.67% 13.11% 13.24% 3.56% 4.61% undefined
106第2季 20.87% -22.50% -14.57% 0.00% -1.19% undefined
106第3季 18.64% -63.02% -68.42% -2.12% -2.99% undefined
106第4季 21.27% 2.66% 3.04% 0.17% 0.2% 39.66元
107第1季 16.4% 4.29% 3.68% 0% 1.07% 40.49元
107第2季 16.28% -23.55% -23.51% -1.7% -2.82% 38.9元
107第3季 18.97% -59.62% -79.88% -2.7% -4.7% 35.99元
107第4季 25.46% 12.39% 12.89% 2.99% 5.29% 38.32元
108第1季 0% 0% 0% 0% 0% 0元
