
105第3季 3.64% 2.01% 0.17% 0.46% 0.59% 16.06元
105第4季 3.63% 1.51% 3.27% 0.00% 2.95% 16.49元
106第1季 0.96% -1.15% -7.93% -3.23% -4.01% undefined
106第2季 2.08% 0.72% 1.49% 0.00% 0.79% undefined
106第3季 2.11% 0.73% 0.53% 0.46% 0.59% undefined
106第4季 1.73% 0.28% -0.83% -0.47% -0.59% 15.78元
107第1季 12.98% 10.08% 7.99% 3.85% 4.58% 16.33元
107第2季 10.25% 7% 12% 4.59% 5.4% 17.19元
107第3季 8.37% 5.66% 6.7% 2.61% 3.16% 17.05元
107第4季 4.97% 1.54% 2.67% 0.96% 1.16% 17.09元
108第1季 5.35% 1.56% 2.38% 0.7% 0.85% 17.38元
108第2季 8.38% 4.54% 4.81% 2.16% 2.95% 16.11元
108第3季 6.4% 1.41% 4.43% 2.46% 3.43% 16.7元
108第4季 7.3% 3.07% 1.03% 0.15% 0.1% 16.08元
