
104第4季 -1.15元
105第1季 -0.55元
105第2季 -0.32元
105第3季 -0.28元
105第4季 0.04元
106第1季 0.37元
106第2季 0.51元
106第3季 0.38元
106第4季 0.37元
107第1季 0.3元
107第2季 -0.1元
107第3季 -0.04元
107第4季 -0.83元
