
104第4季 -0.03元
105第1季 0.08元
105第2季 -0.14元
105第3季 -0.39元
105第4季 -0.35元
106第1季 -0.31元
106第2季 -0.12元
106第3季 -0.50元
106第4季 -0.95元
107第1季 -0.3元
107第2季 -0.42元
107第3季 -0.26元
107第4季 -0.63元
108第1季 -0.54元
108第2季 -0.39元
108第3季 0.09元
