105 11,327 11,846 9,339 10,100 11,228 11,640 12,700 11,080 25,337 12,693 11,326 11,812 
106 11,816 11,113 10,547 11,571 11,869 11,098 11,267 10,873 24,893 11,820 10,610 11,535 
107 11,161 10,936 10,530 10,750 9,957 9,628 9,856 9,712 21,993 10,566 10,601 15,335 
108 11,057 10,540 10,488 10,802 11,235 10,981 10,915 10,741 10,398 11,188 10,645 18,659 
