
104第4季 -4.09元
105第1季 -3.16元
105第2季 -3.71元
105第3季 -2.18元
105第4季 -3.76元
106第1季 -2.47元
106第2季 -2.37元
106第3季 -3.80元
106第4季 -11.93元
107第1季 25.7元
107第2季 -2.53元
107第3季 -3.18元
