
104第4季 -0.68元
105第1季 -0.86元
105第2季 -0.35元
105第3季 0.31元
105第4季 1.09元
106第1季 1.19元
106第2季 1.22元
106第3季 0.88元
106第4季 0.43元
107第1季 0.3元
107第2季 -0.19元
107第3季 0.19元
107第4季 -0.07元
108第1季 -0.37元
108第2季 -0.3元
108第3季 -0.39元
108第4季 -0.7元
