
105第1季 -0.16元
105第2季 -0.11元
105第3季 -0.06元
105第4季 -0.18元
106第1季 -0.43元
106第2季 0.05元
106第3季 -0.20元
106第4季 -0.29元
107第1季 -0.15元
107第2季 0.06元
107第3季 -0.25元
107第4季 -0.21元
108第1季 -0.28元
