106 1,549,218 1,440,031 1,629,057 1,568,970 1,609,240 1,595,482 1,639,991 1,606,952 1,648,181 1,656,403 1,756,364 1,758,233 
107 1,864,611 1,701,304 1,870,017 1,863,684 1,902,316 1,903,588 1,975,944 1,972,868 1,940,789 2,017,809 2,043,522 2,162,459 
