
104第4季 -0.20元
105第1季 0.37元
105第2季 0.42元
105第3季 0.47元
105第4季 0.52元
106第1季 0.37元
106第2季 0.48元
106第3季 0.64元
106第4季 0.37元
107第1季 0.31元
107第2季 0.54元
