
104第4季 -0.43元
105第1季 -0.50元
105第2季 -0.27元
105第3季 -0.34元
105第4季 -0.34元
106第1季 -0.63元
106第2季 -0.53元
106第3季 -0.71元
106第4季 -1.2元
107第1季 -0.57元
107第2季 -0.55元
107第3季 -0.44元
107第4季 -0.49元
108第1季 -0.59元
108第2季 -0.66元
108第3季 -0.61元
108第4季 0.8元
109第1季 -1.14元
