
104第4季 -0.33元
105第1季 -0.12元
105第2季 0.15元
105第3季 -0.26元
105第4季 0.04元
106第1季 -0.20元
106第2季 0.46元
106第3季 0.33元
106第4季 -0.03元
107第1季 0.42元
107第2季 0.1元
107第3季 -1.19元
107第4季 -0.69元
108第1季 0.02元
108第2季 -0.26元
108第3季 0.06元
