
104第4季 -0.01元
105第1季 0.11元
105第2季 0.02元
105第3季 0.14元
105第4季 -0.96元
106第1季 0.08元
106第2季 0.14元
106第3季 0.15元
106第4季 0.2元
107第1季 0.5元
107第2季 0.29元
107第3季 0.2元
107第4季 0.04元
