
105第3季 12.00% 2.35% 7.04% 0.70% 0.97% 14.88元
105第4季 -3.87% -14.22% -33.88% 0.00% -6.16% 14.12元
106第1季 18.34% 7.59% 7.35% 0.51% 0.67% undefined
106第2季 22.47% 8.48% 11.24% 0.00% 1.03% undefined
106第3季 20.70% 8.95% 11.90% 0.00% 1.12% undefined
106第4季 16.58% 5.6% 14.5% 1.1% 1.46% 14.2元
107第1季 19.23% 6.75% 36.84% 2.63% 3.42% 14.6元
107第2季 21.02% 9.69% 22.18% 1.55% 2.01% 14.95元
107第3季 19.38% 8.2% 13.62% 0.98% 1.32% 15.18元
107第4季 21.72% 9.94% 4.8% 0.39% 0.41% 15.24元
