
105第3季 -5.67% -7.72% -8.53% 0.00% -1.97% 8.04元
105第4季 2.39% 0.37% 0.59% 0.00% -0.95% 8.80元
106第1季 9.34% 7.35% 6.66% 0.76% 1.13% undefined
106第2季 6.65% 4.81% 7.34% 0.00% 1.44% undefined
106第3季 5.33% 3.43% 20.51% 2.79% 4.15% undefined
106第4季 8.16% 6.46% 5.76% 0.63% 0.88% 11.33元
107第1季 6.75% 4.92% 3.97% 0.56% 0.77% 11.42元
107第2季 4.34% 2.63% 0.31% -0.02% -0.07% 11.27元
107第3季 -6.17% -8.06% 8.15% 1.35% 1.88% 10.49元
107第4季 0.31% -1.48% -2.59% -0.3% -0.46% 10.08元
108第1季 0.87% -1.29% 1.69% 0.2% 0.23% 10.14元
108第3季 -8.62% -10.68% -10.13% -1.28% -1.84% 10.1元
108第4季 -0.29% -2.33% 1.91% 0.28% 0.35% 10.23元
