
104第4季 -0.13元
105第1季 -0.04元
105第2季 -0.17元
105第3季 -0.15元
105第4季 -0.08元
106第1季 0.10元
106第2季 0.14元
106第3季 0.41元
106第4季 0.09元
107第1季 0.09元
107第2季 -0.01元
107第3季 0.2元
107第4季 -0.05元
108第1季 0.02元
108第2季 -0.15元
108第3季 -0.19元
108第4季 0.04元
