
104第4季 -0.19元
105第1季 0.91元
105第2季 -0.17元
105第3季 -0.17元
105第4季 0.03元
106第1季 -0.21元
106第2季 -0.03元
106第3季 -0.27元
106第4季 -0.26元
107第1季 -0.37元
107第2季 -0.22元
107第3季 0.09元
107第4季 -0.33元
108第1季 -0.49元
