
104第4季 0.07元
105第1季 -0.04元
105第2季 1.70元
105第3季 0.17元
105第4季 0.33元
106第1季 0.15元
106第2季 0.32元
106第3季 0.49元
106第4季 0.36元
107第1季 0.16元
107第2季 0.78元
107第3季 0.88元
107第4季 0.45元
108第1季 0.22元
108第2季 0.63元
108第3季 1.05元
108第4季 0.09元
