
104第4季 -0.47元
105第1季 -0.25元
105第2季 0.05元
105第3季 0.32元
105第4季 0.22元
106第1季 0.35元
106第2季 0.61元
106第3季 0.63元
106第4季 0.45元
107第1季 0.68元
