105 1,511,672 1,224,682 1,570,560 1,554,848 1,537,605 1,629,428 1,464,959 1,779,965 2,104,237 1,908,241 2,043,825 2,076,923 
106 1,733,864 1,601,803 1,865,173 1,569,076 1,642,751 1,813,117 1,669,806 2,045,727 2,063,276 1,943,830 2,300,656 1,947,954 
107 2,019,358 1,502,522 2,032,106 1,824,041 1,946,391 2,070,789 2,063,283 2,395,074 2,362,774 2,186,893 2,255,005 2,033,591 
