
104第4季 -0.32元
105第1季 -0.10元
105第2季 -0.13元
105第3季 -0.08元
105第4季 0.12元
106第1季 -0.01元
106第2季 -0.02元
106第3季 0.51元
106第4季 0.22元
107第1季 0.47元
107第2季 0.4元
107第3季 0.3元
107第4季 0.02元
108第1季 -0.09元
108第2季 -0.26元
108第3季 -0.12元
108第4季 -0.12元
