
104第4季 -0.39元
105第1季 0.12元
105第2季 0.13元
105第3季 0.36元
105第4季 0.43元
106第1季 -0.05元
106第2季 0.12元
106第3季 0.34元
106第4季 0.39元
107第1季 0.18元
107第2季 0.2元
107第3季 0.43元
