
104第4季 -0.16元
105第1季 0.02元
105第2季 0.07元
105第3季 0.15元
105第4季 -0.30元
106第1季 -0.32元
106第2季 -0.18元
106第3季 0.40元
106第4季 -0.28元
107第1季 0.18元
107第2季 -0.33元
107第3季 0.24元
107第4季 -0.41元
108第1季 0.14元
108第2季 -0.1元
108第3季 0.52元
108第4季 -0.03元
109第1季 1.37元
109第2季 0.57元
