
106第3季 0.93元
106第4季 0.97元
107第1季 -1.38元
107第2季 0.86元
107第3季 2元
107第4季 0.87元
108第1季 -0.19元
108第2季 -0.67元
108第3季 -0.58元
108第4季 1.49元
109第1季 -1.44元
