105 228,905 94,528 212,552 239,515 262,424 264,414 287,373 314,099 300,264 131,744 137,480 204,822 
106 210,190 213,094 197,645 226,345 278,124 296,192 301,057 338,792 343,372 172,155 151,745 185,282 
107 308,586 94,682 295,478 280,840 327,761 326,197 332,967 351,758 344,400 156,701 161,680 240,836 
108 251,025 140,144 295,825 313,992 - - - - - - - - 
