
104第4季 -3.26元
105第1季 0.31元
105第2季 0.30元
105第3季 0.42元
105第4季 0.35元
106第1季 0.28元
106第2季 0.89元
106第3季 0.86元
106第4季 0.68元
107第1季 0.6元
107第2季 0.98元
107第3季 1.09元
107第4季 1.06元
108第1季 0.58元
108第2季 0.66元
108第3季 0.56元
108第4季 0.3元
109第1季 0.56元
109第2季 0.57元
