
104第4季 0.76元
105第1季 0.68元
105第2季 0.65元
105第3季 0.01元
105第4季 -1.31元
106第1季 -0.39元
106第2季 0.58元
106第3季 0.22元
106第4季 0.45元
107第1季 0.17元
107第2季 0.45元
107第3季 0.71元
107第4季 -0.37元
108第1季 0.22元
