
104第4季 1.12元
105第1季 0.08元
105第2季 0.26元
105第3季 0.17元
105第4季 -0.65元
106第1季 0.52元
106第2季 0.48元
106第3季 0.37元
106第4季 0.28元
107第1季 0.43元
107第2季 0.66元
107第3季 0.58元
107第4季 0.65元
108第1季 0.56元
108第2季 0.54元
108第3季 0.48元
