
105第3季 70.22% -13.37% -279.94% -0.36% -1.07% 18.32元
105第4季 51.95% 15.74% -40.41% 0.17% -0.24% 18.27元
106第1季 36.37% 23.87% -35.43% -0.23% -0.82% undefined
106第2季 62.31% -18.34% 117.36% 0.00% 0.47% undefined
106第3季 69.91% 10.05% 138.71% 0.00% 0.75% undefined
106第4季 61.67% -24.18% 80.13% 0.29% 0.35% 17.27元
107第1季 70.03% -27.28% 163.6% 0% 0.69% 17.41元
107第2季 64.35% -22.98% 13.36% 0.12% 0.05% 16.7元
107第3季 68.45% 17.27% -140.94% -0.17% -0.72% 16.57元
107第4季 74.65% -10.86% 118.88% 0.34% 0.62% 16.64元
108第1季 71.14% -15.52% 189.35% 0.45% 0.86% 16.8元
108第2季 33.16% -3.24% -43.41% -0.05% -0.43% 16.13元
108第3季 71.92% -180.28% -71.11% -0.01% -0.35% 16.08元
