
104第4季 -1.87元
105第1季 0.10元
105第2季 0.27元
105第3季 0.12元
105第4季 0.00元
106第1季 0.07元
106第2季 -2.37元
106第3季 0.35元
106第4季 0.31元
107第1季 0.36元
107第2季 0.38元
107第3季 0.32元
107第4季 0.23元
108第1季 0.23元
108第2季 0.45元
108第3季 0.39元
108第4季 0.28元
109第1季 0.21元
109第2季 0.23元
