
104第4季 0.03元
105第1季 -0.07元
105第2季 0.21元
105第3季 -0.11元
105第4季 0.19元
106第1季 -0.46元
106第2季 -0.11元
106第3季 0.14元
106第4季 -0.5元
107第1季 0.24元
107第2季 0.56元
107第3季 0.05元
107第4季 0.37元
108第1季 0.42元
108第2季 0.06元
108第3季 0.01元
108第4季 -0.25元
