105 274,976 257,398 273,612 285,000 278,727 291,681 285,237 284,462 290,284 290,194 290,184 310,500 
106 296,837 275,512 295,557 298,276 297,233 317,437 314,327 316,724 335,320 322,749 321,091 348,667 
107 325,120 309,946 321,262 330,746 353,681 354,888 340,938 342,728 348,465 335,454 353,729 373,491 
