
105第3季 -15.25% -21.69% -3.17% -0.09% -0.10% 15.03元
105第4季 0.02% -7.86% 2.60% -0.20% -0.22% 14.93元
106第1季 -2.87% -8.83% 10.90% 0.25% 0.27% undefined
106第2季 -5.35% -10.34% -8.93% 0.00% -0.39% undefined
106第3季 -2.83% -7.01% -0.82% 0.00% 0.18% undefined
107第1季 8.35% 1.83% 2.77% 0% 0.18% 14.94元
107第2季 8.83% 2.36% 11% 0.43% 0.47% 14.93元
107第3季 6.8% 0.35% 10.01% 0.38% 0.41% 15.05元
107第4季 10.07% 4.53% -4.07% -0.27% -0.29% 14.89元
108第1季 8.38% 3.51% 7.97% 0.32% 0.35% 15.09元
108第3季 0% 0% 0% 0% 0% 0元
108第4季 6.94% 1.36% -0.84% -0.05% -0.07% 0元
109第1季 2.28% -3.25% -7.77% -0.31% -0.37% 14.6元
109第2季 3.04% -2.78% 2.9% 0.12% 0.12% 14.63元
