105 597,245 497,632 599,827 609,014 403,958 519,048 518,708 573,609 780,242 723,757 836,435 984,162 
106 707,082 779,535 715,740 648,918 480,235 482,958 515,010 511,036 552,682 468,980 480,682 552,632 
107 472,557 365,584 474,313 473,888 530,074 482,389 474,173 556,200 537,098 533,776 669,895 617,565 
