
105第1季 1.07元
105第2季 -0.40元
105第3季 -1.22元
105第4季 1.01元
106第1季 0.53元
106第2季 -0.34元
106第3季 -1.47元
106第4季 0.91元
107第1季 0.68元
107第2季 -0.44元
107第3季 -1.36元
107第4季 0.62元
108第1季 0.93元
108第2季 -0.53元
108第3季 -1.59元
108第4季 0.92元
109第1季 0.08元
109第2季 -1.42元
