
104第4季 -0.14元
105第1季 -0.05元
105第2季 0.15元
105第3季 0.15元
105第4季 -0.13元
106第1季 -0.06元
106第2季 0.06元
106第3季 -0.21元
106第4季 -0.37元
107第1季 0.08元
