105 63,283 59,287 58,702 63,905 82,585 87,113 72,061 90,833 50,323 66,784 84,766 73,211 
106 52,477 56,536 53,236 70,997 65,264 74,611 78,416 84,889 73,053 84,591 87,745 77,881 
107 82,706 54,125 79,323 91,803 60,757 50,147 69,588 57,842 45,008 65,571 63,145 59,930 
