
104第4季 -0.67元
105第1季 -0.29元
105第2季 -0.21元
105第3季 -0.15元
105第4季 0.70元
106第1季 -0.56元
106第2季 0.28元
106第3季 0.31元
106第4季 0.29元
107第1季 -0.1元
