
104第4季 -0.07元
105第1季 -0.32元
105第2季 0.12元
105第3季 0.23元
105第4季 0.23元
106第1季 -0.34元
106第2季 0.09元
106第3季 -0.23元
106第4季 -0.02元
107第1季 -0.28元
107第2季 0.18元
107第3季 0.47元
107第4季 0.05元
108第1季 -0.4元
108第2季 -0.15元
108第3季 0.18元
108第4季 0.6元
