
104第4季 -0.96元
105第1季 -1.09元
105第2季 -0.16元
105第3季 -0.33元
105第4季 -0.30元
106第1季 0.09元
106第2季 0.79元
106第3季 1.06元
106第4季 0.05元
107第1季 0.03元
107第2季 -0.31元
