
104第4季 -0.94元
105第1季 0.01元
105第2季 -0.15元
105第3季 0.13元
105第4季 0.28元
106第1季 0.11元
106第2季 0.02元
106第3季 0.04元
106第4季 0.71元
107第1季 0.08元
107第2季 0.31元
107第3季 -1.74元
107第4季 -0.82元
108第1季 0元
108第2季 -0.09元
