
104第4季 0.61元
105第1季 0.90元
105第2季 0.60元
105第3季 0.78元
105第4季 0.57元
106第1季 0.28元
106第2季 0.77元
106第3季 0.70元
106第4季 0.4元
107第1季 0.42元
107第2季 0.83元
107第3季 0.75元
107第4季 1元
108第1季 0.52元
108第2季 0.66元
108第3季 0.37元
108第4季 0.44元
109第1季 1.01元
