
105第1季 -0.26元
105第2季 0.16元
105第3季 0.25元
105第4季 0.33元
106第1季 -0.29元
106第2季 0.44元
106第3季 0.88元
106第4季 0.02元
107第1季 1.54元
107第2季 0.01元
107第3季 0.24元
107第4季 -0.82元
108第1季 0.45元
108第2季 0.42元
108第3季 0.68元
108第4季 -0.2元
109第1季 0.53元
