
104第4季 -0.12元
105第1季 -0.35元
105第2季 -0.71元
105第3季 0.12元
105第4季 0.18元
106第1季 -0.07元
106第2季 0.34元
106第3季 0.62元
106第4季 0.23元
107第1季 0.21元
107第2季 0.36元
107第3季 0.14元
107第4季 0.44元
108第1季 0.24元
108第2季 -0.03元
108第3季 -0.04元
108第4季 -0.1元
109第1季 0.15元
