
104第4季 0.43元
105第1季 0.42元
105第2季 0.34元
105第3季 0.30元
105第4季 0.31元
106第1季 0.31元
106第2季 0.30元
106第3季 0.76元
106第4季 0.58元
107第1季 0.58元
107第2季 0.58元
