108 9,394,240 5,085,162 10,876,929 10,596,314 10,903,967 9,866,871 10,489,337 10,228,796 10,120,251 11,211,942 11,678,701 12,349,908 
109 7,502,141 5,000,692 9,473,250 10,216,799 10,285,516 - - - - - - - 
