
104第4季 0.17元
105第1季 0.15元
105第2季 0.17元
105第3季 0.05元
105第4季 -0.07元
106第1季 -0.10元
106第2季 0.02元
106第3季 0.03元
106第4季 -0.19元
107第1季 -0.06元
107第2季 -0.05元
107第3季 -0.03元
107第4季 -0.11元
